Headline,Label
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,0
There was no panhandling when I left office.,0
"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.",0
"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",1
"Georgia Secretary of State Brian Kemp is a ""career politician.""",0
Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,1
Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.,0
We have unemployment that rivals the Great Depression.,0
"Sen. McCain would occupy Iraq indefinitely, against their wishes.",0
"Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.",1
The actual deportations from the interior of the country are way down under President Obama.,1
Says Texas economy is about 30 percent larger than Australias.,0
Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,1
"Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.",0
"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",1
Says wrestling was a favorite sport of Abraham Lincoln.,1
"The Obama administrations cap-and-trade plan would create a $1,761 yearly energy tax.",0
"Says Hillary Clintons plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",0
Rhode Island is leading our nation in foreclosures.,0
President Obamas health-care law will add trillions of dollars in debt.,0
"When these [undocumented] students graduate from college, theyre still illegal aliens. They cannot get a job.",1
"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",1
"Says when I voted against [an increase in the minimum wage], it was in the 80s.",0
The federal government owns tens of thousands of properties that are vacant or underused.,1
Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,0
You cant pass a budget in the Senate of the United States without 60 votes.,0
"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",1
Our pension system is the only one in the country thats 100 percent funded.,1
"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",0
Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,1
"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.""",0
"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.",1
Says Gerald Daugherty is endorsed by the Austin American-Statesman.,0
"Under Cuccinellis tax cut plan, school divisions across Virginia could be forced to fire over 8,000 teachers.",0
The insurance industry is actually run by mostly Democrats.,0
"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.",0
We now have more jobs in solar than we do in oil.,0
Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.,0
50% of Hispanic students count on Pell Grants to pay for college.,1
On George Allens U.S. senate candidacy.,0
Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,0
Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.,0
President Obamashealth care law is a government takeover of healthcare.,0
"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",0
Both McCain and Bush favor tax breaks for oil companies.,0
1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.,0
Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been.,0
Georgias unemployment rate has exceeded the national rate for 50 consecutive months.,1
On charging a toll for motorists to use Ga. 400 after it was slated to expire,0
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,0
"Since taking office in January 2011, the rainy day fund has increased by 226 percent.",1
"Says that as Providences mayor, David Cicilline said the city had a world-class school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.",0
